country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Poland,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37970874,37919000,37865000,37806000,37740000,37663000,37576000,37477000,37366000,37242000,37106000,36959000,36802000,36636000,36461000,36279000,36091000
Portugal,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10269417,10237000,10207000,10177000,10147000,10118000,10088000,10058000,10027000,9995000,9963000,9930000,9896000,9862000,9827000,9791000,9755000
Post-demographic dividend,1020504904,1025401800,1030561684,1035711708,1041075168,1046366694,1052054839,1057981931,1064394156,1069878414,1074865103,1077815367,1082327434,1087064112,1091996107,1096860060,1101715022,1105771602,1109441474,1112914457,1115289000,1117443000,1119400000,1121192000,1122865000,1124469000,1125989000,1127410000,1128716000,1129897000,1130967000,1131931000,1132790000,1133539000,1134169000,1134681000
Pre-demographic dividend,550660001,566366102,582828705,599938109,617518671,635451653,653695022,672318833,691447610,711257522,731868772,753326798,775573001,798495530,821931240,845759344,869943914,894512725,919485393,944902749,970795000,997156000,1023976000,1051257000,1079019000,1107264000,1135995000,1165207000,1194888000,1225031000,1255612000,1286630000,1318075000,1349923000,1382153000,1414748000
Puerto Rico,3810605,3818774,3823701,3826095,3826878,3821362,3805214,3782995,3760866,3740410,3721525,3678732,3634488,3593077,3534874,3473232,3406672,3325286,3193354,3193694,3159000,3157000,3177000,3207000,3236000,3254000,3261000,3258000,3248000,3232000,3213000,3192000,3169000,3145000,3121000,3097000
Qatar,592468,615012,640868,681788,753334,865416,1022711,1218434,1436665,1654950,1856327,2035871,2196074,2336574,2459198,2565710,2654374,2724724,2781677,2832067,2881000,2931000,2980000,3029000,3076000,3122000,3165000,3207000,3249000,3288000,3327000,3364000,3400000,3434000,3467000,3497000
Romania,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19587290,19472545,19356544,19238000,19138000,19051000,18971000,18892000,18810000,18722000,18631000,18537000,18441000,18343000,18243000,18143000,18040000,17936000,17831000
Russian Federation,146596869,145976482,145306497,144648618,144067316,143518814,143049637,142805114,142742366,142785349,142849468,142960908,143201721,143506995,143819666,144096870,144342396,144496740,144477860,144373535,144346000,144270000,144142000,143965000,143750000,143499000,143215000,142896000,142543000,142156000,141738000,141293000,140826000,140343000,139850000,139356000
Rwanda,7933681,8231156,8427060,8557161,8680524,8840215,9043337,9273757,9524534,9782770,10039338,10293331,10549678,10811543,11083635,11369071,11668818,11980937,12301939,12626950,12952000,13277000,13600000,13925000,14250000,14577000,14906000,15236000,15568000,15900000,16234000,16570000,16906000,17243000,17582000,17922000
Samoa,174454,175392,176407,177484,178590,179727,180876,182046,183263,184556,185949,187469,189088,190717,192221,193513,194535,195352,196130,197097,198000,200000,202000,205000,207000,209000,212000,214000,216000,218000,220000,223000,225000,227000,230000,232000
San Marino,27462,27812,28175,28562,28940,29324,29700,30063,30434,30816,31229,31661,32105,32553,32948,33272,33504,33671,33785,33860,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
Sao Tome and Principe,142262,144755,147447,150415,153737,157472,161681,166300,171120,175876,180371,184524,188404,192087,195727,199432,203227,207089,211028,215056,219000,223000,228000,232000,237000,242000,247000,252000,257000,263000,268000,274000,280000,285000,291000,297000
Saudi Arabia,20663843,21202642,21805313,22456649,23132682,23816183,24498310,25184597,25888541,26630303,27421461,28267685,29155187,30052518,30916994,31717667,32442572,33099147,33699947,34268528,34814000,35341000,35845000,36329000,36797000,37249000,37688000,38115000,38531000,38933000,39322000,39699000,40063000,40415000,40752000,41073000
Senegal,9797734,10036104,10283699,10541467,10810083,11090116,11382268,11687080,12004701,12335084,12678148,13033809,13401991,13782420,14174731,14578459,14993528,15419381,15854360,16296364,16744000,17196000,17654000,18117000,18586000,19062000,19546000,20036000,20534000,21039000,21551000,22072000,22599000,23134000,23677000,24228000
Serbia,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6944975,6911000,6876000,6837000,6797000,6756000,6715000,6673000,6630000,6587000,6542000,6496000,6448000,6399000,6350000,6300000,6249000
Seychelles,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98000,99000,99000,100000,100000,101000,101000,101000,102000,102000,102000,103000,103000,103000,104000,104000
Sierra Leone,4584571,4754072,4965766,5201070,5433991,5645624,5829237,5989633,6133603,6272734,6415634,6563240,6712581,6863980,7017144,7171914,7328838,7488431,7650154,7813215,7977000,8141000,8306000,8472000,8639000,8806000,8974000,9142000,9310000,9479000,9649000,9818000,9988000,10158000,10328000,10498000
Singapore,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5751000,5797000,5843000,5888000,5932000,5974000,6014000,6053000,6089000,6122000,6153000,6181000,6205000,6225000,6243000,6257000
Sint Maarten (Dutch part),30519,30600,30777,31472,32488,33011,33441,33811,33964,34238,34056,33435,34640,36607,37685,38825,39969,40574,40654,40733,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454073,5455000,5456000,5454000,5452000,5448000,5442000,5435000,5427000,5417000,5405000,5391000,5375000,5359000,5340000,5320000,5299000
Slovenia,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2087946,2088000,2087000,2085000,2083000,2081000,2078000,2075000,2072000,2069000,2064000,2060000,2055000,2050000,2044000,2038000,2032000
Small states,29393033,29820333,30250171,30697310,31189626,31746596,32375201,33066718,33798830,34529598,35238657,35912140,36568688,37214029,37862988,38526747,39200571,39885872,40576536,41255486,41888000,42492000,43076000,43650000,44212000,44779000,45345000,45913000,46480000,47043000,47603000,48157000,48706000,49251000,49791000,50326000
Solomon Islands,412660,423944,435432,447017,458539,469918,481078,492132,503360,515181,527861,541521,556064,571335,587079,603118,619437,636038,652858,669823,687000,704000,721000,738000,756000,773000,791000,809000,827000,846000,865000,884000,903000,923000,942000,963000
Somalia,8872254,9186725,9501342,9815412,10130243,10446863,10763905,11080121,11397188,11717692,12043883,12376302,12715510,13063706,13423576,13797201,14185613,14589119,15008154,15442905,15893000,16360000,16842000,17339000,17851000,18377000,18915000,19466000,20029000,20605000,21191000,21788000,22396000,23014000,23641000,24277000
South Africa,44967708,45571274,46150913,46719196,47291610,47880601,48489459,49119759,49779471,50477011,51216964,52004172,52834005,53689236,54545991,55386367,56203654,57000451,57779622,58558270,59309000,60042000,60756000,61453000,62134000,62803000,63458000,64101000,64731000,65349000,65956000,66552000,67136000,67709000,68270000,68819000
South Asia,1390946064,1416822959,1442644058,1468324422,1493757846,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835776742,1856861000,1877733000,1898387000,1918774000,1938842000,1958547000,1977859000,1996767000,2015255000,2033321000,2050953000,2068135000,2084852000,2101073000,2116765000,2131905000
South Asia (IDA & IBRD),1390946064,1416822959,1442644058,1468324422,1493757846,1518861552,1543610696,1568003159,1592010819,1615610198,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,1835776742,1856861000,1877733000,1898387000,1918774000,1938842000,1958547000,1977859000,1996767000,2015255000,2033321000,2050953000,2068135000,2084852000,2101073000,2116765000,2131905000
South Sudan,6199394,6447793,6688226,6935676,7213351,7535932,7907406,8315139,8736939,9142259,9508364,9830698,10113647,10355036,10554883,10715658,10832512,10910759,10975920,11062113,11194000,11381000,11619000,11891000,12176000,12458000,12733000,13006000,13278000,13555000,13839000,14130000,14425000,14724000,15026000,15328000
Spain,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47076781,47077000,47051000,47007000,46948000,46881000,46811000,46739000,46662000,46581000,46494000,46402000,46304000,46202000,46097000,45989000,45878000
Sri Lanka,18777601,18911730,19062482,19224037,19387153,19544988,19695972,19842044,19983984,20123508,20261737,20398670,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,21898000,21987000,22071000,22147000,22217000,22280000,22336000,22387000,22432000,22474000,22512000,22547000,22579000,22608000,22632000,22652000
St. Kitts and Nevis,44083,44602,45168,45749,46323,46852,47333,47769,48178,48599,49011,49442,49881,50328,50776,51204,51629,52036,52438,52834,53000,54000,54000,54000,54000,55000,55000,55000,55000,56000,56000,56000,56000,56000,56000,56000
St. Lucia,156729,158179,159392,160530,161816,163417,165381,167639,170011,172221,174085,175544,176646,177513,178296,179126,180024,180955,181889,182790,184000,184000,185000,186000,186000,187000,187000,188000,188000,188000,189000,189000,189000,189000,189000,189000
St. Martin (French part),28935,29853,30910,32053,33186,34248,35237,36137,36885,37377,37582,37446,37009,36453,36015,35858,36065,36560,37264,38002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,107784,107896,108097,108326,108512,108614,108603,108518,108393,108287,108255,108316,108435,108622,108861,109148,109459,109827,110210,110589,111000,111000,112000,112000,112000,112000,112000,113000,113000,113000,113000,113000,113000,113000,113000,113000
Sub-Saharan Africa,665327581,682956070,701066167,719716209,738983255,758924681,779566820,800908534,822945457,845655214,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,1106957898,1136050000,1165565000,1195517000,1225918000,1256814000,1288228000,1320159000,1352593000,1385513000,1418897000,1452715000,1486973000,1521648000,1556719000,1592171000,1627979000
Sub-Saharan Africa (excluding high income),664059577,681678581,699777823,718420058,737679777,757613569,778248224,799583871,821614380,844320487,867684936,891706327,916382788,941692468,967607494,994102454,1021168391,1048793216,1076944455,1105594562,1134684000,1164196000,1194147000,1224546000,1255442000,1286854000,1318785000,1351219000,1384139000,1417524000,1451343000,1485602000,1520279000,1555352000,1590805000,1626616000
Sub-Saharan Africa (IDA & IBRD countries),665327581,682956070,701066167,719716209,738983255,758924681,779566820,800908534,822945457,845655214,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,1106957898,1136050000,1165565000,1195517000,1225918000,1256814000,1288228000,1320159000,1352593000,1385513000,1418897000,1452715000,1486973000,1521648000,1556719000,1592171000,1627979000
Sudan,27275015,27971082,28704778,29460519,30214193,30949516,31661823,32360621,33060837,33783788,34545013,35349681,36193783,37072550,37977655,38902950,39847440,40813396,41801533,42813238,43849000,44909000,45992000,47095000,48216000,49353000,50505000,51671000,52851000,54046000,55254000,56475000,57708000,58953000,60208000,61473000
Suriname,470944,476574,482228,487938,493680,499461,505292,511181,517122,523113,529126,535177,541247,547295,553278,559136,564883,570501,575987,581363,587000,592000,597000,602000,607000,611000,616000,620000,624000,628000,632000,636000,640000,643000,647000,650000
Sweden,8872109,8895960,8924958,8958229,8993531,9029572,9080505,9148092,9219637,9298515,9378126,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10285453,10346000,10405000,10462000,10517000,10570000,10620000,10668000,10714000,10757000,10797000,10835000,10872000,10908000,10944000,10979000,11014000
Switzerland,7184250,7229854,7284753,7339001,7389625,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8574832,8633000,8689000,8744000,8798000,8850000,8901000,8951000,8999000,9045000,9089000,9131000,9172000,9210000,9248000,9284000,9318000
Syrian Arab Republic,16410848,16766561,17084632,17415214,17827825,18361176,19059258,19878254,20664038,21205873,21362529,21082966,20442541,19584274,18715672,17997408,17453933,17068002,16906283,17070135,17501000,18276000,19365000,20638000,21915000,23062000,24033000,24851000,25537000,26134000,26677000,27160000,27572000,27930000,28260000,28580000
Tajikistan,6216341,6318513,6426867,6541547,6662389,6789321,6922587,7062672,7209930,7364753,7527394,7697510,7874835,8059769,8252833,8454028,8663579,8880268,9100837,9321018,9538000,9750000,9957000,10162000,10363000,10563000,10761000,10958000,11155000,11354000,11557000,11765000,11977000,12193000,12415000,12643000
United Republic of Tanzania,33499180,34385856,35334788,36337782,37379767,38450320,39548663,40681414,41853944,43073834,44346525,45673338,47052481,48482266,49959822,51482633,53050790,54663906,56318348,58005463,59734000,61498000,63299000,65136000,67014000,68934000,70896000,72900000,74946000,77034000,79163000,81334000,83546000,85798000,88088000,90416000
Thailand,62952642,63539196,64069087,64549866,64995299,65416189,65812536,66182067,66530984,66866839,67195028,67518382,67835957,68144501,68438730,68714511,68971331,69209858,69428524,69625582,69800000,69951000,70078000,70183000,70266000,70329000,70372000,70394000,70397000,70380000,70346000,70292000,70221000,70132000,70024000,69899000
Timor-Leste,884366,901214,922694,947108,971893,995135,1016432,1036392,1055431,1074277,1093523,1113151,1132994,1153295,1174331,1196302,1219288,1243261,1267972,1293119,1318000,1344000,1369000,1395000,1421000,1447000,1472000,1498000,1523000,1549000,1574000,1599000,1624000,1648000,1672000,1696000
Togo,4924402,5062567,5197031,5330639,5467766,5611640,5762880,5920359,6083420,6250835,6421679,6595943,6773807,6954721,7137997,7323158,7509952,7698475,7889094,8082366,8279000,8478000,8681000,8887000,9096000,9308000,9524000,9744000,9967000,10193000,10422000,10654000,10889000,11126000,11367000,11609000
Tonga,97973,98487,99022,99589,100218,100905,101706,102581,103379,103890,103986,103562,102737,101768,101028,100781,101133,101998,103197,104494,106000,107000,108000,109000,110000,111000,112000,113000,114000,115000,116000,117000,118000,119000,120000,121000
Trinidad and Tobago,1267153,1271632,1277213,1283559,1290123,1296502,1302561,1308451,1314443,1320930,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,1394973,1399000,1403000,1407000,1409000,1411000,1413000,1414000,1414000,1414000,1414000,1413000,1412000,1411000,1410000,1408000,1406000
Tunisia,9708350,9793903,9871251,9945277,10022277,10106771,10201214,10304726,10414433,10525694,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,11694719,11819000,11936000,12047000,12152000,12251000,12347000,12438000,12523000,12605000,12682000,12756000,12826000,12893000,12957000,13018000,13078000
Turkey,63240194,64192243,65145367,66089402,67010930,67903469,68756810,69581848,70418604,71321399,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,83429615,84339000,85043000,85562000,85957000,86316000,86705000,87142000,87613000,88115000,88633000,89158000,89693000,90242000,90797000,91341000,91864000
Turkmenistan,4516133,4564083,4610005,4655743,4703401,4754646,4810109,4870141,4935767,5007954,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,5942089,6031000,6118000,6202000,6283000,6362000,6438000,6511000,6581000,6650000,6717000,6782000,6847000,6911000,6974000,7037000,7099000
Turks and Caicos Islands,20164,21573,23232,25011,26700,28180,29391,30385,31202,31934,32660,33377,34066,34731,35369,35981,36559,37115,37665,38191,39000,39000,40000,40000,41000,41000,42000,42000,43000,43000,44000,44000,45000,45000,45000,46000
Tuvalu,9394,9484,9596,9726,9869,10000,10120,10221,10314,10424,10530,10633,10739,10857,10972,11099,11225,11370,11508,11646,12000,12000,12000,12000,12000,12000,13000,13000,13000,13000,13000,13000,13000,14000,14000,14000
Uganda,23650172,24388968,25167257,25980552,26821297,27684585,28571475,29486338,30431736,31411096,32428167,33476919,34559168,35695246,36912148,38225453,39647506,41162465,42723139,44269594,45741000,47124000,48433000,49701000,50976000,52294000,53664000,55072000,56513000,57972000,59438000,60911000,62394000,63886000,65384000,66889000
Ukraine,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272156,45154036,45004674,44831135,44622518,44385155,44118000,43840000,43558000,43272000,42985000,42698000,42410000,42121000,41830000,41536000,41240000,40941000,40640000,40338000,40036000,39735000
United Arab Emirates,3134062,3302719,3478777,3711932,4068570,4588225,5300174,6168838,7089487,7917372,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959,9770529,9890000,9991000,10082000,10165000,10245000,10324000,10403000,10481000,10554000,10615000,10661000,10690000,10704000,10706000,10703000,10697000
United Kingdom,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66834405,67156000,67447000,67714000,67962000,68202000,68439000,68674000,68902000,69123000,69335000,69538000,69734000,69926000,70113000,70298000,70479000
United States,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309321666,311556874,313830990,315993715,318301008,320635163,322941311,324985539,326687501,328239523,330139000,332021000,333884000,335727000,337556000,339378000,341192000,342990000,344768000,346526000,348269000,349997000,351702000,353372000,354997000,356571000
Upper middle income,2455303277,2477737129,2499370897,2520458861,2541199765,2561819838,2582017908,2601881257,2621990354,2642571330,2663127523,2684416240,2706457074,2728918153,2751473956,2773653730,2795835267,2817780046,2837704209,2855862780,2873648000,2890455000,2906218000,2921010000,2934939000,2948108000,2960560000,2972303000,2983355000,2993690000,3003308000,3012201000,3020372000,3027847000,3034645000,3040812000
Uruguay,3319736,3325473,3326040,3323668,3321476,3321803,3325401,3331749,3340221,3349676,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299,3461734,3474000,3485000,3496000,3506000,3516000,3526000,3535000,3545000,3553000,3562000,3569000,3577000,3584000,3591000,3597000,3603000
Uzbekistan,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580650,34074000,34547000,35000000,35434000,35851000,36255000,36646000,37025000,37394000,37755000,38109000,38457000,38800000,39140000,39475000,39807000
Vanuatu,184972,189219,193920,198959,204127,209282,214370,219472,224704,230247,236211,242653,249499,256635,263888,271130,278330,285510,292680,299882,307000,314000,322000,329000,337000,344000,352000,360000,367000,375000,383000,391000,400000,408000,416000,425000
"Venezuela, RB",24192446,24646472,25100408,25551624,25996594,26432447,26850194,27247610,27635832,28031009,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195,28515829,28436000,28705000,29267000,30017000,30794000,31481000,32049000,32528000,32932000,33290000,33626000,33936000,34208000,34450000,34672000,34884000
Vietnam,79910412,80742499,81534407,82301656,83062821,83832661,84617540,85419591,86243413,87092252,87967651,88871561,89802487,90753472,91714595,92677076,93638724,94596642,95540395,96462106,97339000,98169000,98954000,99699000,100414000,101107000,101779000,102426000,103043000,103624000,104164000,104660000,105118000,105539000,105930000,106296000
Virgin Islands (U.S.),108642,108549,108510,108506,108467,108454,108371,108339,108399,108405,108358,108292,108191,108044,107884,107710,107510,107268,106977,106631,106000,106000,106000,106000,105000,105000,104000,104000,103000,103000,102000,102000,101000,100000,100000,99000
West Bank and Gaza,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4800000,4916000,5031000,5148000,5264000,5380000,5497000,5615000,5732000,5850000,5968000,6086000,6204000,6323000,6442000,6560000
World,6114332537,6193671774,6272752973,6351882363,6431551642,6511748367,6592734537,6674203645,6756917893,6839574286,6921871603,7002860245,7085762277,7169638368,7254226881,7338964954,7424286143,7509074479,7591945271,7673533974,7753402000,7832616000,7910901000,7988218000,8064538000,8139909000,8214269000,8287618000,8359941000,8431223000,8501464000,8570653000,8638767000,8705772000,8771679000,8836518000
"Yemen, Rep.",17409072,17918373,18443691,18985000,19540098,20107409,20687646,21282515,21892146,22516460,23154855,23807588,24473178,25147109,25823485,26497889,27168210,27834821,28498687,29161922,29826000,30491000,31155000,31818000,32480000,33140000,33798000,34454000,35107000,35758000,36407000,37053000,37696000,38336000,38972000,39603000
Zambia,10415944,10692193,10971698,11256743,11550642,11856247,12173514,12502958,12848530,13215139,13605984,14023193,14465121,14926504,15399753,15879361,16363507,16853688,17351822,17861030,18384000,18921000,19470000,20033000,20608000,21197000,21798000,22412000,23039000,23677000,24326000,24985000,25655000,26335000,27024000,27722000
Zimbabwe,11881477,11923914,11954290,11982224,12019912,12076699,12155491,12255922,12379549,12526968,12697723,12894316,13115131,13350356,13586681,13814629,14030390,14236745,14439018,14645468,14863000,15092000,15331000,15581000,15841000,16110000,16390000,16680000,16979000,17285000,17596000,17912000,18233000,18557000,18883000,19212000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Population estimates and projections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 12/18/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
